"grade","age","gender","live","times.moved","now.living","time.work","time.no.adult","time.friend","time.school.act","time.noschool.act","time.reading","time.church","time.HW","time.excersize","time.fruit","X30.smoke","X30.5drinks","X30dr.driving","X30.cig","X30cigars","X30drink","X30marijuana","X30glue","X30meth","X30coke","X30amph","X30prescription","X30counter","X30chew","X30steroid","X30barbituates","pride","truth","values.drug","responsibility","friends","fix.problems","decision","excite","hard.work","Pop.cig","Pop.drink","Pop.marijuana","Pop.otherdrug","safe","best.school","talk.adult","grades","home.rules","home.happy","home.al.drug","home.close","home.talk","home.support","home.know","home.chores","home.wrong","home.praise","Wpdrink","N.safe","X"
"6th",11,"Female","In a large city over 30,000 population","Three times","with a parent/s","2 or less hours","2 or less hours","2 or less hours","6 or more hours","6 or more hours","3-5 hours","2 or less hours","6 or more hours",6,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","1-2 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree",NA,"Agree","Agree","Agree","Agree",NA,"Agree",NA,"More popular","Less popular","A lot less popular","Wouldnt change my popularity","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Sometimes","Often","Sometimes","Very wrong","Agree",NA
"6th",11,"Female","In the country, but not on a farm","None","with a parent/s","2 or less hours","3-5 hours","3-5 hours","2 or less hours","6 or more hours","2 or less hours","2 or less hours","3-5 hours",1,"4 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used",NA,"Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","-1","Often","-1","Wrong","Agree",NA
"6th",11,"Female","In a large city over 30,000 population","Three times","other","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","6 or more hours","2 or less hours","3-5 hours",7,"5 or more times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Often","Very wrong","Agree",NA
"6th",11,"Female","In a medium sized city, 5,000-30,000 population","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","3-5 hours","2 or less hours","3-5 hours",2,"5 or more times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Average","Agree","Agree","Agree","Agree","Agree","Agree","Always","Sometimes","Always","Never","Very wrong","Agree",NA
"6th",11,"Female","In a medium sized city, 5,000-30,000 population","Twice","with a parent/s","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",7,"4 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Disagree","Agree","Agree","Always","Sometimes","Sometimes","Always","Very wrong","Agree",NA
"6th",11,"Female","In a large city over 30,000 population","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",2,"2 times per day","I did not smoke cigarettes during the past 30 days","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Less popular","Less popular","Less popular","Less popular","Agree","Agree","Agree",NA,"Agree","Agree","Disagree","Agree","Agree","Agree","Sometimes","Sometimes","Sometimes","Sometimes","Wrong","Agree",NA
"6th",11,"Female","In the country, but not on a farm","None","with a parent/s","2 or less hours","3-5 hours","2 or less hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",6,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Always","Very wrong","Agree",NA
"6th",11,"Female","In a large city over 30,000 population","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours",4,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Always","Very wrong","Agree",NA
"6th",11,"Female","In a large city over 30,000 population","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","3-5 hours","3-5 hours","3-5 hours","2 or less hours","2 or less hours",7,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used",NA,"Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Often","Very wrong","Agree",NA
"6th",11,"Female","In a large city over 30,000 population","None","with a parent/s","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",7,"Less than 1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","More popular","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Often","Always","Very wrong","Agree",NA
"6th",11,"Female","In a medium sized city, 5,000-30,000 population","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",5,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Disagree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Excellent","Agree","Agree","Agree","Agree","Agree","Agree","Always","Always","Never","Never","Wrong","Agree",NA
"6th",11,"Female","In a medium sized city, 5,000-30,000 population","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","3-5 hours",4,"1 time per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Disagree","Agree","Agree","Agree","Disagree","Disagree","Agree","Agree","Less popular","Less popular","Less popular","Less popular","Disagree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Often","Sometimes","Very wrong","Agree",NA
"6th",11,"Female","In a small city or town, less than 5,000 population","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours",1,"Less than 1 time per day","-1","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Often","Always","Very wrong","Agree",NA
"6th",11,"Female","On a farm","None","with a parent/s","3-5 hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","3-5 hours","2 or less hours",4,"3 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Wouldnt change my popularity","Agree","Agree","Agree","Excellent","Agree","Agree","Disagree","Agree","Agree","Agree","Sometimes","Always","Sometimes","Never","Very wrong","Agree",NA
"6th",11,"Female","On a farm","None","with a parent/s","3-5 hours","3-5 hours","-1","3-5 hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",3,"2 times per day","-1","0 days","-1","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree",NA,NA,"Agree","Less popular","Less popular","Less popular","Less popular","Agree","Agree","Agree","Above average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Often","Often","Always","Very wrong","Agree",NA
"6th",11,"Female","On a farm","None","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","3-5 hours","2 or less hours","2 or less hours","2 or less hours",7,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Often","Often","Often","Always","Very wrong","Disagree",NA
"6th",11,"Female","In a medium sized city, 5,000-30,000 population","Once","with a parent/s","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","2 or less hours","6 or more hours",3,"2 times per day","I have never tried cigarette smoking, not even a few puffs","0 days","I don't drive","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","0 days","Have never used","Have never used","Have never used","Disagree","Agree","Agree","Agree","Agree","Agree","Agree","Disagree","Agree","A lot less popular","A lot less popular","A lot less popular","A lot less popular","Agree","Agree","Agree","Average","Agree","Agree","Disagree","Agree","Agree","Agree","Always","Always","Always","Often","Very wrong","Agree",NA
