"gender","age","race","state","agency_responsible","congressional_district_113","latitude","longitude","congressperson_party","pop_total_census_tract","pop_white_census_tract","pop_black_census_tract","pop_asian_census_tract","pop_pacific_islander_census_tract","pop_native_american_census_tract"
"Male",57,"White","WI","New Berlin Police Department","WI5",43.030787,-88.105376,"Republican",1595,"85%","0%","10%","0%","0%"
"Male",39,"Black","VA","""Luray Police Department, Shenandoah Police Department, Page County Sheriff's Office, National Park Police""","VA6",38.665761,-78.467903,"Republican",1339,"94%","5%","2%","0%","0%"
"Male",33,"Hispanic","UT","Murray Police Department","UT4",40.646671,-111.869708,"Republican",865,"98%","0%","0%","0%","0%"
"Male",26,"White","MO","De Soto Police Department","MO8",38.152601,-90.558901,"Republican",1160,"98%","0%","0%","0%","0%"
"Male",40,"White","CO","Arvada Police Department","CO7",39.800358,-105.080449,"Democrat",2749,"91%","1%","4%","0%","0%"
"Male",17,"White","AR","Lonoke County Sheriff's Office","AR1",34.879779,-91.989855,"Republican",2056,"96%","0%","0%","0%","2%"
"Male",31,"White","NC","Graham County Sheriff's Office","NC11",35.271048,-83.768915,"Republican",600,"94%","0%","0%","0%","6%"
"Male",20,"Black","AL","""Lee County Sheriff's Office, Alabama Law Enforcement Agency""","AL3",32.504023,-85.181988,"Republican",2431,"93%","7%","0%","0%","0%"
"Female",19,"Black","MI","Flint Police Department","MI5",43.042496,-83.694212,"Democrat",310,"0%","100%","0%","0%","0%"
"Male",28,"White","KS","Wichita Police Department","KS4",37.630991,-97.341783,"Republican",982,"95%","1%","1%","0%","4%"
"Male",31,"White","HI","Hawaii County Police Department","HI2",19.699935,-155.071029,"Democrat",1714,"18%","0%","4%","15%","0%"
"Male",43,"Black","GA","Douglasville Police Department","GA13",33.780223,-84.61432,"Democrat",6250,"7%","87%","4%","0%","0%"
"Male",19,"Black","TX","Houston Police Department","TX7",29.714208,-95.493239,"Democrat",2268,"33%","39%","17%","0%","0%"
"Male",40,"White","AR","""Harrison Police Department, Boone County Sheriff's Office""","AR3",36.250571,-93.108474,"Republican",1472,"94%","0%","0%","0%","0%"
"Male",44,"White","NC","Bessemer City Police Department","NC5",35.293987,-81.280349,"Republican",1480,"86%","14%","0%","0%","0%"
"Male",35,"White","VA","Virginia State Police","VA6",37.791249,-79.243469,"Republican",1512,"92%","4%","2%","0%","0%"
"Male",56,"White","IN","Wolcott Police Department","IN4",40.756722,-87.045099,"Republican",722,"95%","1%","2%","0%","0%"
"Male",28,"Black","MS","Jackson Police Department","MS3",32.355503,-90.154041,"Republican",1630,"52%","47%","0%","0%","0%"
"Male",48,"White","TN","Macon County Sheriff's Office","TN6",36.55203,-86.205317,"Republican",2815,"97%","1%","3%","0%","0%"
"Male",43,"Hispanic","AL","Birmingham Police Department","AL7",33.574541,-86.720655,"Democrat",713,"6%","94%","0%","0%","0%"
"Male",40,"White","TN","Mt. Juliet Police Department","TN6",36.199526,-86.568451,"Republican",1388,"97%","0%","1%","0%","0%"
"Male",52,"White","NH","""Pittsfield Police Department, Concord Police Department, Henniker Police Department""","NH2",43.308486,-71.333712,"Democrat",1528,"99%","0%","1%","0%","0%"
"Male",34,"Pacific Islander","HI","Hawaii Police Department","HI2",19.741923,-155.093545,"Democrat",1301,"20%","0%","37%","5%","0%"
"Male",20,"Hispanic","GA","Cobb County Police Department","GA11",34.056329,-84.718405,"Republican",2542,"83%","10%","0%","0%","0%"
"Male",70,"White","PA","Pennsylvania State Police","PA12",41.075656,-76.850433,"Republican",1013,"100%","0%","0%","0%","0%"
"Male",53,"White","TX","Fulshear Police Department","TX22",29.697507,-95.887335,"Republican",18518,"78%","7%","11%","0%","1%"
"Male",64,"White","AL","Walker County Sheriff's Office","AL4",33.82549,-87.16271,"Republican",1071,"98%","0%","0%","0%","0%"
"Male",39,"Black","UT","Salt Lake City Police Department","UT2",40.761733,-111.901104,"Republican",3714,"67%","5%","22%","2%","0%"
"Male",32,"Black","TX","Forest Hill Police Department","TX33",32.671624,-97.280186,"Democrat",1214,"16%","79%","0%","0%","0%"
"Male",36,"Black","GA","Georgia State Patrol ","GA13",33.620615,-84.473959,"Democrat",1498,"1%","94%","0%","0%","0%"
"Male",38,"White","NM","Espanola Police Department","NM3",36.021568,-106.064116,"Democrat",1421,"47%","2%","10%","0%","13%"
"Male",33,"White","GA","""Troup County Sheriff's Office, Harris County Sheriff's Office, Columbus Police Department, Muscogee County Sheriff's Office, Georgia State Patrol""","GA2",32.481621,-84.941259,"Democrat",924,"0%","100%","0%","0%","0%"
"Male",47,"Hispanic","NE","Scottsbluff Police Department","NE3",41.859305,-103.691836,"Republican",845,"93%","0%","0%","0%","5%"
"Male",44,"White","OR","Clackamas County Sheriff's Office","OR3",45.433754,-122.53791,"Democrat",1573,"82%","0%","13%","0%","0%"
"Male",47,"White","NJ","Bayonne Police Department","NJ8",40.6454,-74.129032,"Democrat",1196,"92%","4%","0%","0%","0%"
"Male",39,"Hispanic","TX","Round Rock Police Department","TX31",30.485302,-97.653082,"Republican",2997,"58%","16%","18%","0%","0%"
"Female",42,"White","MO","Cass County Sheriff's Office","MO4",38.563045,-94.187414,"Republican",1131,"95%","0%","1%","0%","0%"
"Male",32,"White","MO","Jefferson City Police Department","MO3",38.589553,-92.254879,"Republican",2297,"68%","23%","1%","0%","0%"
"Male",29,"White","GA","Lovejoy Police Department","GA3",33.319559,-84.31885,"Republican",2999,"84%","14%","0%","0%","0%"
"Male",24,"Hispanic","TX","Fort Bend County Sheriff's Office","TX22",29.396024,-95.831353,"Republican",4440,"95%","1%","4%","0%","0%"
"Male",34,"Asian","AR","Green Forest Police Department","AR3",36.332752,-93.438639,"Republican",1857,"84%","0%","1%","2%","1%"
"Male",45,"White","AZ","Tucson Police Department","AZ2",32.216272,-110.815501,"Democrat",971,"87%","1%","0%","0%","11%"
"Male",29,"Black","NY","Rochester Police Department","NY25",43.180313,-77.61254,"Democrat",537,"0%","75%","23%","0%","0%"
"Male",34,"Black","MA","Braintree Police Department","MA8",42.219914,-70.982242,"Democrat",760,"85%","5%","8%","0%","0%"
"Male",42,"White","TN","Overton County Sheriff's Office","TN6",36.343682,-85.42283,"Republican",858,"98%","0%","0%","0%","0%"
"Male",28,"White","OK","U.S. Marshals Service","OK2",33.894504,-96.57043,"Republican",950,"68%","0%","0%","1%","30%"
"Male",24,"Hispanic","CO","Arvada Police Department","CO7",39.744347,-105.100982,"Democrat",879,"95%","0%","5%","0%","0%"
"Male",48,"White","GA","Ray City Police Department","GA8",31.067866,-83.196618,"Republican",1410,"94%","4%","0%","0%","0%"
"Male",26,"Black","TX","Harris County Sheriff's Office","TX18",29.7468,-95.37236,"Democrat",1804,"63%","15%","20%","0%","0%"
"Male",31,"Black","CA","San Jose Police Department","CA17",37.383344,-121.866064,"Democrat",1464,"20%","2%","73%","0%","0%"
"Male",32,"White","KY","Louisville Metro Police Department","KY3",38.194549,-85.793728,"Democrat",2275,"16%","81%","0%","0%","1%"
"Male",29,"Black","CO","Denver Police Department","CO1",39.711353,-104.99901,"Democrat",1829,"90%","5%","0%","0%","0%"
"Male",36,"White","MO","Jefferson County Sheriff's Office","MO8",38.321774,-90.650743,"Republican",1692,"100%","0%","0%","0%","0%"
"Male",38,"White","MO","Columbia Police Department","MO4",38.96592,-92.370716,"Republican",1289,"43%","33%","8%","0%","0%"
"Male",34,"Black","KS","Lenexa Police Department","KS3",38.983613,-94.70558,"Democrat",76,"40%","61%","0%","0%","0%"
"Transgender",25,"White","IL","Villa Park Police Department","IL8",41.887029,-87.974732,"Democrat",2134,"93%","2%","1%","0%","0%"
"Male",29,"White","AZ","""Nogales Police Department, Santa Cruz County Sheriff's Office""","AZ3",31.360656,-110.932235,"Democrat",2313,"100%","0%","0%","0%","0%"
"Male",26,"Black","DC","DC Metropolitan Police Department","DC98",38.845393,-76.98779,"Democrat",1957,"4%","94%","1%","0%","0%"
"Male",38,"Black","GA","Athens-Clarke Police Department","GA10",33.965563,-83.358034,"Republican",3498,"28%","71%","1%","0%","0%"
"Male",21,"Black","TX","College Station Police Department","TX17",30.616311,-96.301299,"Republican",2266,"64%","24%","12%","0%","0%"
"Male",55,"White","PA","Pennsylvania State Police","PA7",40.645772,-75.252848,"Democrat",1449,"96%","0%","2%","0%","0%"
"Male",50,"White","NC","Davidson County Sheriff's Office","NC13",35.765764,-80.411185,"Republican",1630,"94%","5%","0%","0%","0%"
"Male",25,"Black","TX","Houston Police Department","TX9",29.67572,-95.542178,"Democrat",984,"11%","89%","0%","0%","0%"
"Male",23,"Black","GA","Albany Police Department","GA2",31.57059,-84.156549,"Democrat",1016,"2%","94%","0%","0%","0%"
"Male",31,"Black","CA","Pittsburg Police Department","CA11",38.006556,-121.874292,"Democrat",790,"43%","22%","27%","0%","0%"
"Male",44,"White","NY","Suffolk County Police Department","NY1",40.858342,-72.799336,"Republican",1505,"90%","1%","0%","0%","0%"
"Male",31,"White","VA","Washington County Sheriff's Office","VA9",36.654452,-82.081868,"Republican",2101,"97%","0%","0%","0%","0%"
"Male",24,"Black","IL","Champaign Police Department","IL13",40.144587,-88.250712,"Republican",3852,"55%","21%","22%","0%","0%"
"Male",52,"Hispanic","CO","Denver Police Department","CO1",39.670302,-105.025077,"Democrat",1014,"98%","0%","0%","0%","0%"
"Male",32,"White","OR","Jackson County Sheriff's Office","OR2",42.535499,-123.1874,"Republican",1712,"91%","2%","1%","0%","1%"
"Male",32,"Black","AL","Montgomery Police Department","AL2",32.369127,-86.140749,"Republican",1654,"48%","43%","8%","0%","0%"
"Male",28,"Black","MD","Charles County Sheriff's Office","MD5",38.651873,-76.853762,"Democrat",1400,"56%","37%","2%","0%","2%"
"Male",34,"White","NE","Omaha Police Department","NE2",41.219484,-95.974492,"Republican",760,"100%","0%","0%","0%","0%"
"Male",49,"Black","MD","Baltimore Police Department","MD7",39.310924,-76.592828,"Democrat",264,"0%","100%","0%","0%","0%"
"Male",39,"White","AL","Birmingham Police Department","AL7",33.500218,-86.800098,"Democrat",3915,"55%","26%","10%","0%","1%"
"Male",48,"Black","IN","Indianapolis Metropolitan Police Department","IN7",39.827359,-86.028019,"Democrat",1792,"33%","62%","1%","0%","0%"
"Male",26,"Hispanic","CA","U.S. Border Patrol","CA51",32.62884,-116.47216,"Democrat",4830,"90%","2%","0%","0%","6%"
"Male",33,"White","NE","Fremont Police Department","NE1",41.428665,-96.475538,"Republican",2102,"97%","0%","0%","0%","1%"
"Male",27,"Hispanic","FL","Boynton Beach Police Department","FL21",26.55179,-80.092062,"Democrat",1848,"64%","32%","4%","0%","0%"
"Male",30,"Black","CA","Stockton Police Department","CA9",37.99296,-121.296118,"Democrat",1748,"6%","71%","8%","2%","0%"
"Male",37,"White","CA","San Luis Obispo Police Department","CA24",35.257467,-120.666128,"Democrat",1846,"94%","0%","5%","0%","1%"
"Male",28,"White","AZ","Glendale Police Department","AZ7",33.523813,-112.164491,"Democrat",985,"37%","12%","15%","0%","33%"
"Male",24,"White","MA","Leicester Police Department","MA2",42.244161,-71.902855,"Democrat",1253,"94%","3%","2%","1%","0%"
"Male",29,"Black","TX","Lancaster Police Department","TX30",32.60623,-96.805473,"Democrat",2348,"4%","95%","1%","0%","0%"
"Male",34,"White","OK","Oklahoma City Police Department","OK5",35.504434,-97.590269,"Republican",792,"89%","4%","0%","0%","0%"
"Male",54,"Black","TN","Clarksville Police Department","TN7",36.584022,-87.356111,"Republican",1451,"79%","6%","0%","0%","0%"
"Male",34,"Hispanic","CA","Riverside Police Department","CA41",33.957618,-117.391681,"Democrat",1334,"79%","10%","4%","0%","0%"
"Male",56,"Black","MD","Baltimore County Police Department","MD7",39.312255,-76.771091,"Democrat",1456,"12%","74%","11%","0%","0%"
"Male",38,"Hispanic","CA","Riverside County Sheriff's Department","CA41",33.750229,-117.275792,"Democrat",2252,"73%","14%","0%","0%","13%"
"Male",34,"White","RI","Providence Police Department","RI1",41.828864,-71.393935,"Democrat",1286,"73%","3%","18%","0%","0%"
"Male",52,"White","TN","""Bean Station Police Department, Rutledge Police Department""","TN2",36.279405,-83.473717,"Republican",1295,"97%","0%","2%","0%","0%"
"Male",42,"White","WY","Casper Police Department","WY0",42.991951,-106.333563,"Republican",3936,"91%","0%","0%","4%","0%"
"Male",47,"White","CA","Calaveras County Sheriff's Office","CA4",38.196374,-120.673276,"Republican",1697,"79%","0%","5%","0%","0%"
"Male",49,"White","NV","Las Vegas Metropolitan Police Department","NV1",36.156688,-115.108902,"Democrat",1166,"39%","51%","9%","0%","0%"
"Male",34,"Hispanic","NC","Winston-Salem Police Department","NC6",36.085608,-80.26708,"Democrat",593,"90%","4%","2%","0%","0%"
"Male",27,"Black","TX","Mesquite Police Department","TX5",32.841207,-96.622469,"Republican",1582,"45%","51%","0%","0%","0%"
"Male",1,"Black","MS","Biloxi Police Department","MS4",30.449071,-88.934007,"Republican",3399,"87%","11%","2%","0%","0%"
"Male",30,"Black","MS","Biloxi Police Department","MS4",30.449071,-88.934007,"Republican",3399,"87%","11%","2%","0%","0%"
"Male",57,"White","OH","Hamilton Township Police Department","OH1",39.287027,-84.247101,"Republican",3032,"97%","2%","0%","0%","0%"
"Male",23,"White","TN","Metropolitan Nashville Police Department","TN7",35.992915,-86.685414,"Republican",4917,"85%","2%","11%","0%","0%"
"Male",30,"White","IN","Porter County Sheriff's Office","IN1",41.538155,-87.142461,"Democrat",1043,"97%","0%","0%","1%","0%"
"Male",28,"White","CO","Canon City Police Department","CO5",38.446869,-105.200642,"Republican",1625,"95%","2%","1%","0%","1%"
"Male",62,"White","WI","Green Bay Police Department","WI8",44.497536,-88.120801,"Republican",2634,"88%","1%","0%","0%","9%"
"Male",36,"Black","DC","DC Metropolitan Police Department","DC98",38.877622,-77.017162,"Democrat",2325,"59%","26%","10%","0%","1%"
"Male",21,"White","MO","""Lincoln County Sheriff's Office, Lake Saint Louis Police Department""","MO3",38.885575,-90.969848,"Republican",7106,"98%","0%","0%","0%","0%"
"Male",32,"White","MI","Hillsdale County Sheriff's Office","MI7",41.83231,-84.747979,"Republican",982,"100%","0%","0%","0%","0%"
"Male",20,"White","CA","Bakersfield Police Department","CA21",35.350539,-118.978536,"Republican",1080,"24%","49%","27%","0%","0%"
"Male",32,"Black","TN","Metropolitan Nashville Police Department","TN5",36.194207,-86.831281,"Democrat",1046,"29%","71%","0%","0%","0%"
"Male",41,"Black","TX","Rosenberg Police Department","TX22",29.550528,-95.80144,"Republican",2576,"96%","0%","0%","0%","0%"
"Male",26,"Black","MT","Yellowstone County Sheriff's Office","MT0",45.792557,-108.62826,"Republican",3240,"99%","0%","0%","0%","1%"
"Male",37,"Hispanic","CO","Colorado Springs Police Department","CO5",38.896732,-104.831572,"Republican",1308,"83%","4%","0%","0%","2%"
"Male",42,"Black","NC","Pasquotank County Sheriff's Office","NC3",36.290395,-76.224397,"Republican",1514,"23%","76%","0%","0%","0%"
"Male",31,"Asian","MA","Worcester Police Department","MA2",42.25666,-71.78866,"Democrat",1105,"40%","25%","36%","0%","0%"
"Male",37,"Hispanic","TX","San Antonio Police Department","TX20",29.362173,-98.486335,"Democrat",1972,"93%","7%","0%","0%","0%"
"Female",16,"Black","OH","Columbus Division of Police","OH3",39.917217,-82.839238,"Democrat",3035,"7%","83%","2%","0%","2%"
"Male",26,"Hispanic","CA","Alameda Police Department","CA13",37.757947,-122.248756,"Democrat",1988,"53%","9%","26%","1%","0%"
"Male",52,"Hispanic","TX","Aransas Pass Police Department","TX27",27.913054,-97.156953,"Republican",1964,"88%","8%","2%","0%","0%"
"Male",31,"Black","TX","Fort Worth Police Department","TX33",32.772828,-97.296316,"Democrat",2428,"96%","0%","4%","0%","0%"
"Male",30,"White","MN","Burnsville Police Department","MN2",44.777184,-93.277994,"Democrat",2645,"86%","8%","5%","0%","0%"
"Male",26,"Pacific Islander","CA","Alameda County Sheriff's Office","CA15",37.668122,-122.060076,"Democrat",1662,"60%","8%","24%","0%","0%"
"Male",52,"Black","FL","Winter Haven Police Department","FL9",28.009404,-81.679886,"Democrat",2827,"84%","7%","1%","0%","3%"
"Male",60,"White","CO","Weld County Sheriff's Office","CO4",40.1074,-104.749619,"Republican",4444,"96%","4%","0%","0%","0%"
"Male",33,"Hispanic","TX","San Antonio Police Department","TX20",29.407815,-98.623913,"Democrat",1551,"0%","100%","0%","0%","0%"
"Male",29,"Black","AL","Tuscaloosa Police Department","AL7",33.166612,-87.538794,"Democrat",3590,"14%","85%","0%","0%","0%"
"Male",22,"Hispanic","NM","""Roswell Police Department, Chaves County Sheriff's Office""","NM2",33.416146,-104.522437,"Republican",1651,"93%","2%","5%","0%","0%"
"Male",25,"Hispanic","TX","San Antonio Police Department","TX20",29.407815,-98.623913,"Democrat",1551,"0%","100%","0%","0%","0%"
"Male",46,"Hispanic","TX","Harris County Sheriff's Office","TX29",29.811939,-95.157552,"Democrat",8058,"28%","54%","11%","0%","6%"
"Male",28,"Native American","ME","Aroostook County Sheriff's Office","ME2",46.525852,-67.867146,"Democrat",557,"96%","0%","0%","0%","2%"
"Male",29,"Black","HI","Honolulu Police Department","HI1",21.330609,-157.846725,"Democrat",1603,"8%","0%","61%","0%","0%"
"Male",58,"White","ID","Garden City Police Department","ID2",43.648475,-116.265304,"Republican",1551,"98%","0%","0%","0%","0%"
"Male",36,"Hispanic","CA","San Diego Police Department","CA52",32.719914,-117.153687,"Democrat",1740,"86%","1%","8%","0%","0%"
"Male",17,"Black","TN","Knoxville Police Department","TN2",35.988934,-83.888449,"Republican",1099,"15%","83%","0%","0%","0%"
"Male",27,"Black","OH","""Columbus Division of Police, Westerville Police Department""","OH12",40.11473,-82.947169,"Republican",1432,"96%","0%","0%","0%","0%"
"Male",35,"Black","GA","DeKalb County Police Department","GA4",33.711976,-84.190754,"Democrat",2878,"3%","97%","0%","0%","0%"
"Male",20,"Black","MN","Brooklyn Center Police Department","MN5",45.069564,-93.34066,"Democrat",1223,"47%","11%","40%","0%","0%"
"Male",27,"Black","IL","Winnebago County Sheriff's Office","IL16",42.243795,-88.998703,"Republican",1860,"85%","3%","11%","0%","0%"
"Male",31,"White","UT","Salt Lake County Sheriff's Office","UT4",40.696919,-111.915542,"Republican",3206,"57%","3%","3%","17%","1%"
